2025-07-07 12:39:21.193957,new,wireless mouse,hi,This is a response from Support Bot regarding your query: 'hi',Neutral,
2025-07-07 12:40:36.388630,TICKET8BF67F1F,mouse,hi,This is a response from Mouse Bot regarding your query: 'hi',Neutral,
2025-07-07 12:51:19.909681,TICKET71101AEE,mouse,hi,This is a response from Mouse Bot regarding your query: 'hi',Neutral,
2025-07-07 12:51:22.005751,TICKET6BF4C91E,mouse,hi,This is a response from Mouse Bot regarding your query: 'hi',Neutral,
2025-07-12 12:32:49.556018,new,mouse,My mouse isn't working,This is a response from Mouse Bot regarding your query: 'My mouse isn't working',Neutral,
